Designator,Mid X,Mid Y,Rotation,Layer
C1,130.0,-97.56,90.0,top
C2,167.0,-88.25,270.0,top
C3,130.0,-88.06,90.0,top
C4,167.0,-97.597349,270.0,top
J1,130.5,-109.46,270.0,top
J2,167.0,-109.46,90.0,top
J3,167.89,-124.2,180.0,top
J4,142.07,-122.27,0.0,top
J5,141.5,-99.29,0.0,top
J6,155.5,-99.21,180.0,top
J7,148.42,-79.75,270.0,top
U1,121.0,-92.73,0.0,top
U2,175.96,-92.69,180.0,top
